id,age,birthdate,country,gender,height,image,medals,name,sport,weight,country_id,sport_id,gold,silver,bronze,medal_winner
cristian_javier_simari_birkner,33,1980-10-04 00:00:00,Argentina,Male,,http://gtcdn.sochi2014.com/athlete/a/23/2007523-168X210.jpg,0,Cristian Javier Simari Birkner,Alpine Skiing,,argentina,alpine_skiing,0,0,0,False
curdin_perl,29,1984-11-15 00:00:00,Switzerland,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/46/2040146-168X210.jpg,0,Curdin Perl,Cross-Country,77.0,switzerland,cross-country,0,0,0,False
curtis_tomasevicz,33,1980-09-17 00:00:00,United States,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/34/2030534-168X210.jpg,0,Curtis Tomasevicz,Bobsleigh,102.0,united_states,bobsleigh,0,0,0,False
cyprien_richard,35,1979-01-27 00:00:00,France,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/89/2012889-168X210.jpg,0,Cyprien Richard,Alpine Skiing,77.0,france,alpine_skiing,0,0,0,False
cyril_gaillard,28,1986-01-20 00:00:00,France,Male,1.78,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-m-168x210.png,0,Cyril Gaillard,Cross-Country,72.0,france,cross-country,0,0,0,False
cyril_miranda,28,1985-03-25 00:00:00,France,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/66/2012866-168X210.jpg,0,Cyril Miranda,Cross-Country,80.0,france,cross-country,0,0,0,False
daan_breeuwsma,26,1987-12-29 00:00:00,Netherlands,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/45/2039645-168X210.jpg,0,Daan Breeuwsma,Short Track,74.0,netherlands,short_track,0,0,0,False
dachhiri_sherpa,44,1969-11-03 00:00:00,Nepal,Male,1.78,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-m-168x210.png,0,Dachhiri Sherpa,Cross-Country,79.0,nepal,cross-country,0,0,0,False
daichi_yamanaka,23,1990-05-01 00:00:00,Japan,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/35/2000335-168X210.jpg,0,Daichi Yamanaka,Speed Skating,75.0,japan,speed_skating,0,0,0,False
daiki_ito,28,1985-12-27 00:00:00,Japan,Male,1.73,http://gtcdn.sochi2014.com/athlete/a/21/2000421-168X210.jpg,1,Daiki Ito,Ski Jumping,58.0,japan,ski_jumping,0,0,1,True
daisuke_takahashi,27,1986-03-16 00:00:00,Japan,Male,1.65,http://gtcdn.sochi2014.com/athlete/a/01/2000001-168X210.jpg,0,Daisuke Takahashi,Figure Skating,,japan,figure_skating,0,0,0,False
dajing_wu,19,1994-07-24 00:00:00,China,Male,,http://gtcdn.sochi2014.com/athlete/a/68/2014768-168X210.jpg,0,Dajing Wu,Short Track,,china,short_track,0,0,0,False
dale_begg-smith,29,1985-01-18 00:00:00,Australia,Male,1.8599999999999999,http://gtcdn.sochi2014.com/athlete/a/16/2024516-168X210.jpg,0,Dale Begg-smith,Freestyle Skiing,84.0,australia,freestyle_skiing,0,0,0,False
dalibor_samsal,28,1985-12-25 00:00:00,Croatia,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/49/2018049-168X210.jpg,0,Dalibor Samsal,Alpine Skiing,89.0,croatia,alpine_skiing,0,0,0,False
dallas_robinson,31,1982-03-30 00:00:00,United States,Male,1.9300000000000002,http://gtcdn.sochi2014.com/athlete/a/36/2020736-168X210.jpg,0,Dallas Robinson,Bobsleigh,107.0,united_states,bobsleigh,0,0,0,False
damien_brunner,27,1986-03-09 00:00:00,Switzerland,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/41/2040341-168X210.jpg,0,Damien Brunner,Ice Hockey,85.0,switzerland,ice_hockey,0,0,0,False
dan_hamhuis,31,1982-12-13 00:00:00,Canada,Male,1.8599999999999999,http://gtcdn.sochi2014.com/athlete/a/91/2018491-168X210.jpg,0,Dan Hamhuis,Ice Hockey,94.0,canada,ice_hockey,0,0,0,False
dan_li,27,1986-05-12 00:00:00,China,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/75/2031975-168X210.jpg,0,Dan Li,Speed Skating,62.0,china,speed_skating,0,0,0,False
dandan_man,24,1989-05-05 00:00:00,China,Female,1.6400000000000001,http://gtcdn.sochi2014.com/athlete/a/60/2007060-168X210.jpg,0,Dandan Man,Cross-Country,53.0,china,cross-country,0,0,0,False
daniel_alfredsson,41,1972-12-11 00:00:00,Sweden,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/30/2011030-168X210.jpg,0,Daniel Alfredsson,Ice Hockey,92.0,sweden,ice_hockey,0,0,0,False
daniel_boehm,27,1986-06-16 00:00:00,Germany,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/48/2025148-168X210.jpg,0,Daniel Boehm,Biathlon,72.0,germany,biathlon,0,0,0,False
daniel_bohnacker,23,1990-02-21 00:00:00,Germany,Male,1.8900000000000001,http://gtcdn.sochi2014.com/athlete/a/87/2028587-168X210.jpg,0,Daniel Bohnacker,Freestyle Skiing,84.0,germany,freestyle_skiing,0,0,0,False
daniel_greig,22,1991-03-13 00:00:00,Australia,Male,1.72,http://gtcdn.sochi2014.com/athlete/a/97/2024597-168X210.jpg,0,Daniel Greig,Speed Skating,69.0,australia,speed_skating,0,0,0,False
daniel_mesotitsch,37,1976-05-22 00:00:00,Austria,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/89/2023689-168X210.jpg,0,Daniel Mesotitsch,Biathlon,78.0,austria,biathlon,0,0,0,False
daniel_oberkofler,25,1988-07-16 00:00:00,Austria,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/57/2023457-168X210.jpg,0,Daniel Oberkofler,Ice Hockey,74.0,austria,ice_hockey,0,0,0,False
daniel_pfister,27,1986-12-07 00:00:00,Austria,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/00/2023100-168X210.jpg,0,Daniel Pfister,Luge,95.0,austria,luge,0,0,0,False
daniel_richardsson,31,1982-03-15 00:00:00,Sweden,Male,1.92,http://gtcdn.sochi2014.com/athlete/a/45/2019645-168X210.jpg,2,Daniel Richardsson,Cross-Country,85.0,sweden,cross-country,1,0,1,True
daniel_sedin,33,1980-09-26 00:00:00,Sweden,Male,1.8599999999999999,http://gtcdn.sochi2014.com/athlete/a/68/2007868-168X210.jpg,0,Daniel Sedin,Ice Hockey,84.0,sweden,ice_hockey,0,0,0,False
daniel_sorvik,23,1990-03-11 00:00:00,Norway,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/65/2020865-168X210.jpg,0,Daniel Sorvik,Ice Hockey,83.0,norway,ice_hockey,0,0,0,False
daniel_taschler,26,1987-05-24 00:00:00,Italy,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/60/2013260-168X210.jpg,0,Daniel Taschler,Biathlon,72.0,italy,biathlon,0,0,0,False
daniel_welser,30,1983-02-16 00:00:00,Austria,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/28/2023428-168X210.jpg,0,Daniel Welser,Ice Hockey,86.0,austria,ice_hockey,0,0,0,False
daniel_wende,29,1984-07-24 00:00:00,Germany,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/83/2031783-168X210.jpg,0,Daniel Wende,Figure Skating,,germany,figure_skating,0,0,0,False
daniel_yule,20,1993-02-18 00:00:00,Switzerland,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/65/2040065-168X210.jpg,0,Daniel Yule,Alpine Skiing,88.0,switzerland,alpine_skiing,0,0,0,False
daniel_zalewski,22,1992-01-17 00:00:00,Poland,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/89/2002689-168X210.jpg,0,Daniel Zalewski,Bobsleigh,100.0,poland,bobsleigh,0,0,0,False
daniel-andre_tande,20,1994-01-24 00:00:00,Norway,Male,,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-m-168x210.png,0,Daniel-andre Tande,Ski Jumping,,norway,ski_jumping,0,0,0,False
daniela_iraschko-stolz,30,1983-11-21 00:00:00,Austria,Female,1.6400000000000001,http://gtcdn.sochi2014.com/athlete/a/88/2037788-168X210.jpg,1,Daniela Iraschko-stolz,Ski Jumping,53.0,austria,ski_jumping,0,1,0,True
daniela_kotschova,28,1985-09-19 00:00:00,Slovakia,Female,1.74,http://gtcdn.sochi2014.com/athlete/a/55/2013455-168X210.jpg,0,Daniela Kotschova,Cross-Country,60.0,slovakia,cross-country,0,0,0,False
daniela_merighetti,32,1981-07-05 00:00:00,Italy,Female,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/88/2013088-168X210.jpg,0,Daniela Merighetti,Alpine Skiing,67.0,italy,alpine_skiing,0,0,0,False
danielle_obrien,24,1990-02-07 00:00:00,Australia,Female,1.5,http://gtcdn.sochi2014.com/athlete/a/79/2032879-168X210.jpg,0,Danielle Obrien,Figure Skating,,australia,figure_skating,0,0,0,False
danielle_scott,23,1990-03-07 00:00:00,Australia,Female,1.67,http://gtcdn.sochi2014.com/athlete/a/36/2024536-168X210.jpg,0,Danielle Scott,Freestyle Skiing,57.0,australia,freestyle_skiing,0,0,0,False
danielle_wotherspoon,33,1980-04-13 00:00:00,Canada,Female,1.76,http://gtcdn.sochi2014.com/athlete/a/65/2013365-168X210.jpg,0,Danielle Wotherspoon,Speed Skating,63.0,canada,speed_skating,0,0,0,False
danil_steptsenko,27,1986-08-13 00:00:00,Estonia,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/80/2011080-168X210.jpg,0,Danil Steptsenko,Biathlon,74.0,estonia,biathlon,0,0,0,False
danny_davis,25,1988-06-22 00:00:00,United States,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/13/2027213-168X210.jpg,0,Danny Davis,Snowboard,73.0,united_states,snowboard,0,0,0,False
danut_moldovan,22,1991-03-18 00:00:00,Romania,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/59/2006459-168X210.jpg,0,Danut Moldovan,Bobsleigh,85.0,romania,bobsleigh,0,0,0,False
dara_howell,19,1994-08-23 00:00:00,Canada,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/18/2018818-168X210.jpg,1,Dara Howell,Freestyle Skiing,57.0,canada,freestyle_skiing,1,0,0,True
daria_gaiazova,30,1983-12-24 00:00:00,Canada,Female,1.78,http://gtcdn.sochi2014.com/athlete/a/08/2012708-168X210.jpg,0,Daria Gaiazova,Cross-Country,69.0,canada,cross-country,0,0,0,False
daria_yurlova,21,1992-03-03 00:00:00,Estonia,Female,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/21/2011121-168X210.jpg,0,Daria Yurlova,Biathlon,62.0,estonia,biathlon,0,0,0,False
dario_cologna,27,1986-03-11 00:00:00,Switzerland,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/63/2040363-168X210.jpg,2,Dario Cologna,Cross-Country,75.0,switzerland,cross-country,2,0,0,True
darko_damjanovski,32,1981-07-15 00:00:00,The Former Yugoslav Republic of Macedonia,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/42/2058842-168X210.jpg,0,Darko Damjanovski,Cross-Country,73.0,the_former_yugoslav_republic_of_macedonia,cross-country,0,0,0,False
darya_domracheva,27,1986-08-03 00:00:00,Belarus,Female,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/91/2001891-168X210.jpg,3,Darya Domracheva,Biathlon,56.0,belarus,biathlon,3,0,0,True
darya_rybalova,25,1988-08-19 00:00:00,Kazakhstan,Female,1.57,http://gtcdn.sochi2014.com/athlete/a/62/2005062-168X210.jpg,0,Darya Rybalova,Freestyle Skiing,52.0,kazakhstan,freestyle_skiing,0,0,0,False
darya_usanova,24,1989-09-06 00:00:00,Kazakhstan,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/34/2015234-168X210.jpg,0,Darya Usanova,Biathlon,65.0,kazakhstan,biathlon,0,0,0,False
daumants_dreiskens,29,1984-03-28 00:00:00,Latvia,Male,1.9300000000000002,http://gtcdn.sochi2014.com/athlete/a/44/2035744-168X210.jpg,0,Daumants Dreiskens,Bobsleigh,103.0,latvia,bobsleigh,0,0,0,False
david_andersson,19,1994-02-23 00:00:00,Sweden,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/80/2004380-168X210.jpg,0,David Andersson,Speed Skating,78.0,sweden,speed_skating,0,0,0,False
david_backes,29,1984-05-01 00:00:00,United States,Male,1.9100000000000001,http://gtcdn.sochi2014.com/athlete/a/40/2021140-168X210.jpg,0,David Backes,Ice Hockey,99.0,united_states,ice_hockey,0,0,0,False
david_bakes,31,1982-08-02 00:00:00,Czech Republic,Male,1.9100000000000001,http://gtcdn.sochi2014.com/athlete/a/59/2034959-168X210.jpg,0,David Bakes,Snowboard,85.0,czech_republic,snowboard,0,0,0,False
david_bissett,34,1979-09-26 00:00:00,Canada,Male,1.79,http://gtcdn.sochi2014.com/athlete/a/17/2012717-168X210.jpg,0,David Bissett,Bobsleigh,102.0,canada,bobsleigh,0,0,0,False
david_bosa,21,1992-04-28 00:00:00,Italy,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/55/2015955-168X210.jpg,0,David Bosa,Speed Skating,76.0,italy,speed_skating,0,0,0,False
david_chodounsky,29,1984-06-25 00:00:00,United States,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/57/2024057-168X210.jpg,0,David Chodounsky,Alpine Skiing,82.0,united_states,alpine_skiing,0,0,0,False
david_coleman,28,1986-02-14 00:00:00,Great Britain,Male,1.79,http://gtcdn.sochi2014.com/athlete/a/23/2036123-168X210.jpg,0,David Coleman,Bobsleigh,100.0,great_britain,bobsleigh,0,0,0,False
david_duncan,31,1982-07-15 00:00:00,Canada,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/77/2009577-168X210.jpg,0,David Duncan,Freestyle Skiing,93.0,canada,freestyle_skiing,0,0,0,False
david_habluetzel,17,1996-04-24 00:00:00,Switzerland,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/75/2040475-168X210.jpg,0,David Habluetzel,Snowboard,65.0,switzerland,snowboard,0,0,0,False
david_hofer,30,1983-06-21 00:00:00,Italy,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/00/2014200-168X210.jpg,0,David Hofer,Cross-Country,72.0,italy,cross-country,0,0,0,False
david_king,29,1984-05-08 00:00:00,Great Britain,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/54/2036254-168X210.jpg,0,David King,Figure Skating,,great_britain,figure_skating,0,0,0,False
david_krejci,27,1986-04-28 00:00:00,Czech Republic,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/90/2034790-168X210.jpg,0,David Krejci,Ice Hockey,80.0,czech_republic,ice_hockey,0,0,0,False
david_moeller,32,1982-01-13 00:00:00,Germany,Male,1.88,http://gtcdn.sochi2014.com/athlete/a/66/2029366-168X210.jpg,0,David Moeller,Luge,85.0,germany,luge,0,0,0,False
david_morris,29,1984-08-31 00:00:00,Australia,Male,1.71,http://gtcdn.sochi2014.com/athlete/a/32/2024532-168X210.jpg,1,David Morris,Freestyle Skiing,67.0,australia,freestyle_skiing,0,1,0,True
david_murdoch,35,1978-04-17 00:00:00,Great Britain,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/87/2036287-168X210.jpg,0,David Murdoch,Curling,84.0,great_britain,curling,0,0,0,False
david_poisson,31,1982-03-31 00:00:00,France,Male,1.72,http://gtcdn.sochi2014.com/athlete/a/84/2012884-168X210.jpg,0,David Poisson,Alpine Skiing,87.0,france,alpine_skiing,0,0,0,False
david_rodman,30,1983-09-10 00:00:00,Slovenia,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/91/2041891-168X210.jpg,0,David Rodman,Ice Hockey,83.0,slovenia,ice_hockey,0,0,0,False
david_ryding,27,1986-12-05 00:00:00,Great Britain,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/16/2036316-168X210.jpg,0,David Ryding,Alpine Skiing,82.0,great_britain,alpine_skiing,0,0,0,False
david_wise,23,1990-06-30 00:00:00,United States,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/12/2027312-168X210.jpg,0,David Wise,Freestyle Skiing,86.0,united_states,freestyle_skiing,0,0,0,False
davide_bresadola,25,1988-09-10 00:00:00,Italy,Male,1.69,http://gtcdn.sochi2014.com/athlete/a/51/2014351-168X210.jpg,0,Davide Bresadola,Ski Jumping,59.0,italy,ski_jumping,0,0,0,False
davide_simoncelli,35,1979-01-30 00:00:00,Italy,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/89/2013489-168X210.jpg,0,Davide Simoncelli,Alpine Skiing,75.0,italy,alpine_skiing,0,0,0,False
davide_viscardi,23,1990-12-21 00:00:00,Italy,Male,1.69,http://gtcdn.sochi2014.com/athlete/a/06/2017806-168X210.jpg,0,Davide Viscardi,Short Track,69.0,italy,short_track,0,0,0,False
davina_williams,28,1985-11-30 00:00:00,Australia,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/42/2024542-168X210.jpg,0,Davina Williams,Freestyle Skiing,56.0,australia,freestyle_skiing,0,0,0,False
dawid_kubacki,23,1990-03-12 00:00:00,Poland,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/04/2001404-168X210.jpg,0,Dawid Kubacki,Ski Jumping,64.0,poland,ski_jumping,0,0,0,False
dawid_kupczyk,36,1977-05-10 00:00:00,Poland,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/72/2003372-168X210.jpg,0,Dawid Kupczyk,Bobsleigh,98.0,poland,bobsleigh,0,0,0,False
dawn_askin,33,1980-07-03 00:00:00,Canada,Female,1.62,http://gtcdn.sochi2014.com/athlete/a/86/2016086-168X210.jpg,0,Dawn Askin,Curling,,canada,curling,0,0,0,False
dawoon_sin,20,1993-03-05 00:00:00,Korea,Male,1.74,http://gtcdn.sochi2014.com/athlete/a/24/2031724-168X210.jpg,0,Dawoon Sin,Short Track,61.0,korea,short_track,0,0,0,False
deanna_lockett,18,1995-11-13 00:00:00,Australia,Female,1.63,http://gtcdn.sochi2014.com/athlete/a/79/2024579-168X210.jpg,0,Deanna Lockett,Short Track,50.0,australia,short_track,0,0,0,False
debora_agreiter,22,1991-02-25 00:00:00,Italy,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/62/2014562-168X210.jpg,0,Debora Agreiter,Cross-Country,51.0,italy,cross-country,0,0,0,False
deborah_anthonioz,35,1978-08-29 00:00:00,France,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/51/2009351-168X210.jpg,0,Deborah Anthonioz,Snowboard,52.0,france,snowboard,0,0,0,False
deborah_mccormick,40,1974-01-08 00:00:00,United States,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/86/2026986-168X210.jpg,0,Deborah Mccormick,Curling,74.0,united_states,curling,0,0,0,False
deborah_scanzio,27,1986-12-25 00:00:00,Italy,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/24/2014824-168X210.jpg,0,Deborah Scanzio,Freestyle Skiing,65.0,italy,freestyle_skiing,0,0,0,False
deividas_stagniunas,28,1985-04-28 00:00:00,Lithuania,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/48/2000448-168X210.jpg,0,Deividas Stagniunas,Figure Skating,,lithuania,figure_skating,0,0,0,False
dejia_zou,30,1983-07-04 00:00:00,China,Male,1.74,http://gtcdn.sochi2014.com/athlete/a/47/2005047-168X210.jpg,0,Dejia Zou,Curling,,china,curling,0,0,0,False
denis_hollenstein,24,1989-10-15 00:00:00,Switzerland,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/08/2040508-168X210.jpg,0,Denis Hollenstein,Ice Hockey,88.0,switzerland,ice_hockey,0,0,0,False
denis_kornilov,27,1986-08-17 00:00:00,Russian Fed.,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/52/2018452-168X210.jpg,0,Denis Kornilov,Ski Jumping,65.0,russian_fed,ski_jumping,0,0,0,False
denis_koval,22,1991-11-06 00:00:00,Russian Fed.,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/93/2001693-168X210.jpg,0,Denis Koval,Speed Skating,78.0,russian_fed,speed_skating,0,0,0,False
denis_kuzin,25,1988-12-04 00:00:00,Kazakhstan,Male,1.88,http://gtcdn.sochi2014.com/athlete/a/65/2009865-168X210.jpg,0,Denis Kuzin,Speed Skating,85.0,kazakhstan,speed_skating,0,0,0,False
denis_nikisha,18,1995-08-07 00:00:00,Kazakhstan,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/54/2025354-168X210.jpg,0,Denis Nikisha,Short Track,79.0,kazakhstan,short_track,0,0,0,False
denis_osipau,30,1983-07-17 00:00:00,Belarus,Male,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/23/2003323-168X210.jpg,0,Denis Osipau,Freestyle Skiing,62.0,belarus,freestyle_skiing,0,0,0,False
denis_ten,20,1993-06-13 00:00:00,Kazakhstan,Male,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/90/2002090-168X210.jpg,1,Denis Ten,Figure Skating,,kazakhstan,figure_skating,0,0,1,True
denis_volotka,28,1985-10-10 00:00:00,Kazakhstan,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/57/2005957-168X210.jpg,0,Denis Volotka,Cross-Country,83.0,kazakhstan,cross-country,0,0,0,False
denis_yuskov,24,1989-10-11 00:00:00,Russian Fed.,Male,1.9,http://gtcdn.sochi2014.com/athlete/a/05/2001705-168X210.jpg,0,Denis Yuskov,Speed Skating,83.0,russian_fed,speed_skating,0,0,0,False
denise_feierabend,24,1989-04-15 00:00:00,Switzerland,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/11/2040411-168X210.jpg,0,Denise Feierabend,Alpine Skiing,69.0,switzerland,alpine_skiing,0,0,0,False
denise_herrmann,25,1988-12-20 00:00:00,Germany,Female,1.75,http://gtcdn.sochi2014.com/athlete/a/21/2028421-168X210.jpg,1,Denise Herrmann,Cross-Country,61.0,germany,cross-country,0,0,1,True
denise_karbon,33,1980-08-16 00:00:00,Italy,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/35/2013035-168X210.jpg,0,Denise Karbon,Alpine Skiing,60.0,italy,alpine_skiing,0,0,0,False
denise_roth,25,1988-09-12 00:00:00,Germany,Female,1.6400000000000001,http://gtcdn.sochi2014.com/athlete/a/57/2031957-168X210.jpg,0,Denise Roth,Speed Skating,59.0,germany,speed_skating,0,0,0,False
denny_morrison,28,1985-09-08 00:00:00,Canada,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/44/2013344-168X210.jpg,2,Denny Morrison,Speed Skating,81.0,canada,speed_skating,0,1,1,True
dequan_chen,18,1995-08-30 00:00:00,China,Male,,http://gtcdn.sochi2014.com/athlete/a/30/2014730-168X210.jpg,0,Dequan Chen,Short Track,,china,short_track,0,0,0,False
derek_livingston,23,1991-01-05 00:00:00,Canada,Male,1.72,http://gtcdn.sochi2014.com/athlete/a/94/2013794-168X210.jpg,0,Derek Livingston,Snowboard,68.0,canada,snowboard,0,0,0,False
derek_stepan,23,1990-06-18 00:00:00,United States,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/49/2021049-168X210.jpg,0,Derek Stepan,Ice Hockey,76.0,united_states,ice_hockey,0,0,0,False
desislava_stoyanova,21,1992-04-10 00:00:00,Bulgaria,Female,1.69,http://gtcdn.sochi2014.com/athlete/a/94/2000494-168X210.jpg,0,Desislava Stoyanova,Biathlon,59.0,bulgaria,biathlon,0,0,0,False
devin_logan,20,1993-02-17 00:00:00,United States,Female,1.75,http://gtcdn.sochi2014.com/athlete/a/97/2036997-168X210.jpg,1,Devin Logan,Freestyle Skiing,79.0,united_states,freestyle_skiing,0,1,0,True
devon_kershaw,31,1982-12-20 00:00:00,Canada,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/11/2018811-168X210.jpg,0,Devon Kershaw,Cross-Country,72.0,canada,cross-country,0,0,0,False
dexin_ba,23,1990-06-14 00:00:00,China,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/38/2005038-168X210.jpg,0,Dexin Ba,Curling,,china,curling,0,0,0,False
diana_rasimoviciute,29,1984-02-25 00:00:00,Lithuania,Female,1.63,http://gtcdn.sochi2014.com/athlete/a/28/2000128-168X210.jpg,0,Diana Rasimoviciute,Biathlon,54.0,lithuania,biathlon,0,0,0,False
dias_keneshev,28,1985-03-31 00:00:00,Kazakhstan,Male,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/92/2010592-168X210.jpg,0,Dias Keneshev,Biathlon,63.0,kazakhstan,biathlon,0,0,0,False
didier_defago,36,1977-10-02 00:00:00,Switzerland,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/78/2040378-168X210.jpg,0,Didier Defago,Alpine Skiing,89.0,switzerland,alpine_skiing,0,0,0,False
didrik_bastian_juell,23,1990-02-22 00:00:00,Norway,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/35/2018935-168X210.jpg,0,Didrik Bastian Juell,Freestyle Skiing,83.0,norway,freestyle_skiing,0,0,0,False
didrik_toenseth,22,1991-05-10 00:00:00,Norway,Male,,http://gtcdn.sochi2014.com/athlete/a/03/2019003-168X210.jpg,0,Didrik Toenseth,Cross-Country,,norway,cross-country,0,0,0,False
dietmar_noeckler,25,1988-09-29 00:00:00,Italy,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/16/2014216-168X210.jpg,0,Dietmar Noeckler,Cross-Country,75.0,italy,cross-country,0,0,0,False
dimi_jong_de,19,1994-09-01 00:00:00,Netherlands,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/19/2039819-168X210.jpg,0,Dimi Jong De,Snowboard,82.0,netherlands,snowboard,0,0,0,False
dimitry_vasiliev,34,1979-12-26 00:00:00,Russian Fed.,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/91/2010091-168X210.jpg,0,Dimitry Vasiliev,Ski Jumping,68.0,russian_fed,ski_jumping,0,0,0,False
dmitri_dashinski,36,1977-11-09 00:00:00,Belarus,Male,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/16/2003316-168X210.jpg,0,Dmitri Dashinski,Freestyle Skiing,68.0,belarus,freestyle_skiing,0,0,0,False
dmitri_dun,24,1989-11-07 00:00:00,Ukraine,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/02/2012802-168X210.jpg,0,Dmitri Dun,Figure Skating,,ukraine,figure_skating,0,0,0,False
dmitri_soloviev,24,1989-07-18 00:00:00,Russian Fed.,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/40/2001940-168X210.jpg,1,Dmitri Soloviev,Figure Skating,,russian_fed,figure_skating,1,0,0,True
dmitriy_babenko,28,1985-03-22 00:00:00,Kazakhstan,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/71/2009871-168X210.jpg,0,Dmitriy Babenko,Speed Skating,76.0,kazakhstan,speed_skating,0,0,0,False
dmitriy_barmashov,28,1985-09-25 00:00:00,Kazakhstan,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/27/2032927-168X210.jpg,0,Dmitriy Barmashov,Freestyle Skiing,78.0,kazakhstan,freestyle_skiing,0,0,0,False
dmitriy_japarov,28,1986-01-01 00:00:00,Russian Fed.,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/08/2001008-168X210.jpg,1,Dmitriy Japarov,Cross-Country,68.0,russian_fed,cross-country,0,1,0,True
dmitriy_koshkin,27,1986-04-20 00:00:00,Kazakhstan,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/17/2080417-168X210.jpg,0,Dmitriy Koshkin,Alpine Skiing,80.0,kazakhstan,alpine_skiing,0,0,0,False
dmitriy_migunov,21,1992-11-21 00:00:00,Russian Fed.,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/67/2000967-168X210.jpg,0,Dmitriy Migunov,Short Track,72.0,russian_fed,short_track,0,0,0,False
